T0.scaffold_746064860_c1_4 1
T0.scaffold_484394978_c1_11 2
T0.scaffold_163129341_c1_13 3
T0.scaffold_806872176_c1_1 3
T0.scaffold_943316442_c1_4 1
T0.scaffold_57090918_c1_1 2
T0.scaffold_1000633676_c1_60 3
T0.scaffold_330536372_c1_3 1
T0.scaffold_482841487_c1_4 3
T0.scaffold_773728015_c1_3 4
T0.scaffold_559415228_c1_29 4
T0.scaffold_1089706414_c1_6 1
T0.scaffold_1103838524_c1_3 3
T0.scaffold_1144649019_c1_2 4
Soil9.scaffold_593316687_c1_4 1
Soil9.scaffold_697656373_c1_4 1
Soil9.scaffold_488425666_c1_3 1
Soil9.scaffold_748882588_c1_3 1
Soil9.scaffold_802848090_c1_1 3
Soil9.scaffold_195545852_c1_2 2
Soil9.scaffold_699647307_c1_28 2
Soil6.scaffold_127608367_c1_9 1
Soil6.scaffold_414201093_c1_3 3
Soil6.scaffold_281155262_c1_2 2
Soil6.scaffold_477923070_c1_3 1
Soil6.scaffold_643455614_c1_27 2
Soil6.scaffold_641093229_c1_17 1
Soil6.scaffold_483489483_c1_4 3
Soil6.scaffold_572402540_c1_4 2
Soil6.scaffold_99189304_c1_4 1
Soil5.scaffold_234666955_c1_3 4
Soil5.scaffold_479429316_c1_3 1
Soil5.scaffold_543486757_c1_71 2
Soil5.scaffold_386876771_c1_5 2
Soil5.scaffold_464642952_c1_3 4
Soil3.scaffold_356436555_c1_9 1
Soil3.scaffold_494077168_c1_5 4
Soil3.scaffold_544060472_c1_9 1
Soil3.scaffold_87487483_c1_63 2
Soil17.scaffold_980233456_c1_4 3
Soil17.scaffold_527461561_c1_15 2
Soil16.scaffold_377390473_c1_2 2
Soil16.scaffold_325490796_c1_5 3
Soil16.scaffold_832449140_c1_3 4
Soil16.scaffold_1368157995_c1_5 1
Soil16.scaffold_1330794602_c1_4 4
Soil15.scaffold_1222784927_c1_4 1
Soil15.scaffold_443705783_c1_4 1
Soil14.scaffold_267382097_c1_2 4
Soil14.scaffold_1010755616_c1_3 1
Soil14.scaffold_202320580_c1_6 4
Soil14.scaffold_846147074_c1_2 1
Soil12.scaffold_118449608_c1_7 4
Soil12.scaffold_973342629_c1_1 1
Soil11.scaffold_555132881_c1_3 4
Soil11.scaffold_321256384_c1_2 1
Soil11.scaffold_450846843_c1_2 4
T0.scaffold_659002595_c1_5 2
T0.scaffold_472042985_c1_3 2
T0.scaffold_619562491_c1_7 1
T0.scaffold_42653984_c1_3 1
T0.scaffold_959910020_c1_3 2
